ARCHgutm,Assay,class,pair,6,9,11,14,26,42,46,49,53,54,64,81,89,91,104,106,107,108,121,133,137,138,153,162,174,177,180,181,185,191,196,200,201,202,206,208,209,211,213,214,215,227,229,234,236,239,245,246,280,283,285,294,298,306,309,316,318,328,331,336,338,340,342,355,359,362,363,366,370,372,376,402,404,406,410,412,417,425,428,429,431,432,438,506,507,603,610,700,704,801,804,806,809,812,815,817,819,910,911,1108,1118,1123,1200,1201,1300,1302,1303,1305,1500,1503,1504,1505,1507,1509,1511,1512,1513,1519,1520,1522,1528,1536,1539,1540,1541,1544,1545,1546,1547,1548,1549,1551,1552,1553,1556,1557,1558,1559,1565,1567,1572,1573,1577
M,M_C,Child,9,,,,,2.13E-05,,,,,0.009484665,6.76E-06,,,,,9.61E-06,,0.011097394,2.65E-06,,,,,,,,8.41E-06,,4.86E-06,0.018114485,,0.000558709,0.01731201,,0.003226618,4.23E-06,2.82E-05,,,,2.31E-06,,,,3.56E-06,1.88E-05,9.04E-06,,6.82E-05,,,0.004846849,,,,,5.63E-06,0.000782674,,,,,,,0.000167834,,,0.031010481,,0.00121279,8.34E-05,0.00013903,,3.74E-05,1.11E-05,,,3.20E-06,,,,,,5.51E-05,7.58E-06,,,,,,0.000222002,3.36E-05,0.000218546,3.55E-06,,,,,,6.90E-06,0.000383117,3.74E-05,1.02E-05,0.000776516,,8.90E-05,0.003714903,,3.68E-06,4.87E-06,,0.010080638,5.96E-06,,3.37E-06,,0.030373616,0.007412027,2.46E-06,0.000175326,,1.42E-05,,,,,,0.018407953,,,4.14E-06,4.47E-05,,3.73E-06,0.007399289,,1.99E-06,,,,,,0.042626336
N,N_M,Mother,10,,,,0.000751817,0.008892482,,,,,0.006987036,,,,,,0.004500762,,,,,,,,,0.000305892,,,,0.011636892,0.008831694,0.009226213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000491626,,,,,,,,,,,,,,,,,,,,,,,,,,0.00173539,,0.000311486,,,,,,,,,,,,,,,,,,,,,,,0.012837856,,,,0.002948618,,0.001098728,,,,,,,,,,,,,,,,,,,,,
N,N_C,Child,10,,0.026750629,0.030759799,,,0.005899321,,,,0.004491894,0.000129973,0.031819438,,,0.001367461,0.33531347,,0.0163227,,,,,,,,,,0.009650649,0.302949681,0.020106084,0.077559589,,0.059546604,,4.11E-05,6.05E-05,1.66E-05,,,,,,,1.79E-05,,2.22E-05,,,4.53E-05,,,,0.035919394,,,,1.76E-05,0.007769597,0.004208589,,,,,0.000524015,0.000288907,,,,1.08E-05,,1.53E-05,,,1.43E-05,,,,0.000164737,9.20E-06,,,,,,,,,,,,,8.90E-06,0.004832707,,,0.191517957,,,,1.05E-05,7.42E-05,,,,0.056030436,9.21E-05,0.028466692,,,,,0.008357165,9.88E-06,0.04969206,8.29E-05,,,,,,,,,,,,8.98E-06,0.035460838,1.47E-05,,,,3.13E-05,,0.005148077,0.011327185,,,,0.003908629,,,
O,O_M,Mother,11,,0.006573891,0.007854291,0.032794952,0.030246526,,,0.021514017,,0.002472877,,0.009159347,,,0.002103028,0.095448806,0.007142414,1.04E-05,,0.003739904,,,,9.31E-06,0.027434718,0.00500114,1.62E-05,,0.075427897,0.106523763,0.026615615,1.21E-05,,6.26E-06,0.000185593,6.75E-06,,,4.31E-05,,,,,,,,,,1.36E-05,8.25E-06,,8.26E-05,0.009132244,,3.61E-05,,6.39E-05,,,,,,8.89E-06,,8.61E-05,,,,,,6.18E-06,1.35E-05,6.14E-06,,4.69E-05,,0.000561768,,,,0.006156424,,,,7.14E-06,,,,,,0.029656063,,0.02764875,1.12E-05,,,,,,,1.42E-05,,,9.86E-05,0.008594092,2.39E-05,,,,,,,1.55E-05,0.006149347,0.000125868,0.000118869,0.000224735,0.00479939,,,,4.96E-05,2.59E-05,,,,,,,,,1.82E-05,7.30E-06,,,0.011886842,,,,,,0.000297717,
O,O_C,Child,11,,0.019640656,0.020604378,9.12E-06,2.93E-05,2.46E-05,,,1.48E-05,4.10E-05,6.62E-05,0.027217548,,,,0.014239131,0.035462308,5.74E-05,0.000371304,2.82E-05,,,,,,,0.000117952,4.84E-06,0.001887959,0.010495001,0.000228519,,0.000141883,,4.69E-06,5.75E-05,,,,4.11E-06,,,1.50E-05,8.16E-06,2.29E-05,3.73E-05,1.05E-05,,0.000270877,,2.73E-05,,0.027610864,,,,,,,1.10E-05,,,,7.83E-06,0.000931522,,,0.000117375,,,7.62E-05,,,,5.82E-05,,,2.99E-05,,1.11E-05,,,,7.11E-06,9.29E-06,,,,,2.09E-05,,2.65E-05,,2.39E-05,,0.000179156,,,,1.11E-05,0.000207684,2.57E-05,,0.000449156,0.023043689,1.94E-05,0.000111091,6.26E-06,,,,,6.46E-05,0.022066706,3.88E-05,,0.000383387,,0.00023631,4.46E-05,,,,,,,,2.93E-05,0.000867754,,,6.07E-05,4.11E-05,5.32E-06,,0.058933807,5.06E-06,3.57E-05,,,,9.21E-06,
P,P_M,Mother,12,,0.002259053,0.002764308,0.005439638,0.098536924,,3.24E-05,0.00865202,,0.017059331,5.83E-06,0.002856397,,0.000242622,0.001523947,0.084702163,,,1.99E-05,,,,,,0.001056529,,,,0.133866836,0.184986698,0.007131149,5.56E-06,,,0.006923186,4.44E-05,4.78E-05,5.92E-06,0.001016717,0.000701147,6.13E-06,,,,4.34E-06,,,9.45E-06,8.61E-06,3.40E-05,,4.23E-05,0.003060261,,0.000699485,,,,,,,,,,,,,,4.55E-06,4.78E-06,2.17E-05,3.64E-05,,5.44E-06,0.0001576,,,,5.66E-05,,0.003078655,,,4.69E-06,0.000129541,,,,2.68E-05,,0.00253467,1.19E-05,0.002517996,,,0.022416381,,,,,4.25E-05,5.48E-06,,0.002473278,0.004676501,,,,6.83E-06,,0.000118176,,1.59E-05,,0.000267507,4.44E-06,6.48E-05,0.020533194,,0.000135922,,4.05E-05,,0.00584426,0.002891745,,4.09E-05,6.85E-06,,,4.98E-06,,9.56E-05,,,,,,5.65E-06,,,,
P,O_C,Child,12,,0.083637877,0.091595471,,0.211957115,,2.74E-06,,5.59E-06,,2.73E-05,0.073994766,3.45E-06,4.61E-06,,0.218738384,,0.015772916,2.03E-06,,,,,2.90E-06,,0.000324732,1.01E-05,,0.398245613,0.004282388,,,1.228222361,,0.004477504,6.40E-05,8.42E-05,8.84E-06,,,,,2.28E-06,,5.90E-06,2.37E-05,3.02E-06,,3.89E-05,2.94E-05,,,0.121980385,,,,,0.003976784,0.014628911,,,0.027924281,,2.61E-05,2.74E-05,,,0.000272826,,0.000124091,2.30E-05,9.36E-06,,5.14E-06,0.000159282,,,6.66E-06,,1.91E-06,,,,7.20E-05,,,,,,,0.00041337,1.42E-05,0.000906705,6.57E-05,2.94E-06,0.075463857,,,1.48E-05,9.84E-05,,2.59E-05,,0.000287766,0.063299168,,0.020347872,0.006849928,,2.82E-06,,0.008926331,5.11E-06,0.093512787,3.28E-05,,0.001357682,,,6.02E-05,,1.97E-05,,,,0.000284719,,0.445400807,,,,9.85E-06,3.51E-05,3.48E-06,,4.08E-06,2.09E-06,,0.037198378,2.69E-06,0.000325172,2.39E-05,0.000830441
Q,Q_M,Mother,13,8.46E-05,0.000297094,0.000209852,0.009358376,0.085700627,,,0.015040006,,0.001512636,3.38E-05,0.000285887,,,6.57E-05,0.069812068,,5.01E-05,,3.38E-06,,,,,0.01557247,4.54E-06,,,0.123422972,0.055482369,0.033360688,,8.86E-06,,0.000724472,3.96E-06,,6.05E-06,,,,,,9.74E-06,,,,1.17E-05,,,1.02E-05,2.35E-05,0.000251106,,2.32E-05,7.64E-06,8.78E-05,,,,,,,,0.000160564,,,,8.38E-06,,,3.10E-05,3.94E-05,,,0.000101489,4.14E-05,2.03E-05,9.24E-06,,,8.49E-06,,2.34E-05,8.47E-05,,,,,,0.037913991,3.96E-05,0.038136207,,,0.026571343,,,2.49E-05,3.88E-06,0.000101474,4.26E-06,,0.001064338,0.000404765,,,,5.17E-06,1.31E-05,0.000775278,,1.89E-05,0.000352521,4.83E-05,,0.000728889,0.005832483,,0.000311305,4.64E-06,3.10E-05,,0.011442081,,6.87E-06,1.07E-05,,,1.11E-05,5.23E-06,,0.000114993,,,,3.29E-06,9.16E-06,1.63E-05,,9.49E-06,,
Q,Q_C,Child,13,,0.012763315,0.005950521,0.007273509,0.084939754,2.96E-06,1.40E-05,0.005120944,5.08E-06,,7.83E-06,0.013576037,2.57E-06,,,0.026584102,,2.39E-05,,,,,,,0.004721114,,,,0.090906199,0.002872791,0.018877523,,0.05996951,0.000247917,0.019454116,4.70E-05,8.38E-05,3.28E-06,,,,,6.69E-06,,9.07E-06,4.49E-05,5.62E-06,,0.000100642,3.35E-06,0.000238384,,0.019897728,,,,7.50E-06,,1.53E-05,0.000494789,,,,,0.001599193,,0.000321521,0.001591914,,0.000925752,,,,,0.036654812,,,8.59E-05,3.26E-06,,0.006355321,7.85E-06,,,0.000125198,,4.86E-06,,,5.32E-05,0.006500062,4.37E-05,0.00627564,9.15E-05,,0.074673585,,,,9.72E-06,0.000170133,1.96E-05,,,0.030611105,,0.008662754,7.46E-05,,,0.001699673,,8.14E-06,0.020863612,0.000472733,0.143209227,0.014370802,0.00362961,,,,1.92E-05,,0.021523158,3.44E-06,9.91E-06,3.20E-06,0.065954131,0.005813698,,1.93E-05,1.57E-05,0.000159417,3.69E-06,3.53E-05,0.012302065,,0.126787518,,,,0.00192396,0.0038167
R,R_M,Mother,14,0.000206775,,5.18E-06,0.000297307,1.376754485,,,0.000493056,6.68E-05,0.016083127,1.92E-05,,,1.76E-05,7.02E-06,0.091403326,,,,,,,,,0.000293996,,,,0.084477781,0.035182808,0.005430421,,1.81E-05,,0.00034829,,0.000576389,,1.58E-05,,7.38E-06,,,,,,5.21E-06,,,,,2.46E-05,1.08E-05,,1.07E-05,,,,,,,,,,,,,,,,8.20E-06,2.09E-05,0.000103014,,4.40E-05,4.96E-05,9.26E-06,1.06E-05,,,7.90E-05,,,1.21E-05,8.90E-06,,,,,,0.001248966,1.63E-05,0.001013089,9.59E-05,,,,,,,,,,,,2.96E-05,,,,,7.59E-06,,1.76E-05,,8.57E-05,,0.000906624,8.13E-05,,9.27E-05,,4.49E-05,4.81E-06,0.000194365,,,,,,0.000245173,,,9.40E-05,,,,2.42E-05,,,,,,
R,R_C,Child,14,,0.011923438,0.004094614,,8.06323932,,,,,0.00152469,0.002322456,0.019730541,4.17E-06,,,0.229918014,,5.23E-05,3.60E-06,0.055328895,,,,,,0.050375341,0.02585979,,0.212500277,0.005769192,0.030081189,,0.165801135,0.042530158,2.09E-05,4.74E-05,2.52E-05,1.49E-05,,,3.82E-06,3.28E-06,6.19E-06,1.53E-05,1.01E-05,1.76E-05,,,2.81E-05,,,,0.013599737,,,,1.49E-05,,,0.038793146,,,,0.005241354,,,0.07318069,,,,,,,1.28E-05,,,,,1.96E-05,,4.57E-06,,,0.041105885,,,4.42E-06,,2.43E-05,,,9.34E-06,,0.047810303,1.13E-05,,,,3.13E-06,,0.000538734,6.25E-06,,0.004292724,0.042747232,5.78E-05,,,4.70E-06,1.57E-05,,,1.56E-05,0.037708434,0.000136353,0.096507263,0.002237652,,4.78E-06,,5.51E-06,3.07E-05,,,,1.70E-05,,0.255204307,,,2.13E-05,4.60E-05,,,6.64E-06,0.029512092,2.47E-05,0.00497461,2.99E-06,,,,
S,S_M,Mother,35,,0.000373562,0.000308791,0.000212863,0.022077203,,,1.06E-05,3.98E-06,0.008579195,0.000117651,0.000553153,,,1.76E-06,0.013342065,0.007801508,1.97E-06,7.42E-05,,,,,1.39E-06,1.59E-05,2.98E-06,2.52E-06,0.002669833,0.116083114,0.043681501,0.000107866,4.29E-06,0.000286839,,0.006667132,,0.009999621,,,,1.48E-06,,,9.18E-06,,9.18E-06,,2.48E-06,2.60E-05,7.85E-06,,0.000120311,0.000429353,,,,2.00E-06,,,,,,,,5.37E-05,,,,,,,,,3.53E-06,5.01E-05,,,1.03E-05,3.24E-06,1.49E-06,,,,,,,,,,5.99E-06,,1.95E-06,0.000340388,8.07E-06,,6.49E-05,,,,,0.000413108,,,0.001261001,0.000278608,1.47E-06,,,,,9.37E-05,,2.18E-05,0.000129546,0.000260805,2.76E-06,0.000102415,3.14E-06,1.29E-05,,,,0.000121154,4.87E-05,,,2.32E-06,5.49E-05,,,,,4.33E-06,,,8.89E-05,,1.43E-05,,,,,2.81E-06
T,T_M,Mother,15,,,,0.001146038,0.167371882,,,0.000155502,0.000122959,0.00156772,4.49E-05,,,4.37E-05,,0.005331661,,,6.55E-05,,,,,,2.54E-05,,8.68E-06,,0.247827788,0.048192782,,,,,0.000797803,,,,2.33E-05,,,,,1.71E-05,,,,,1.18E-05,,,2.46E-05,,,2.13E-05,2.42E-05,8.34E-06,,,,,,,,0.00011813,,,,,,2.34E-05,,,,0.000211602,,,1.00E-05,2.45E-05,,6.55E-05,,,2.50E-05,8.94E-06,,,,,,,7.68E-05,0.00206025,3.26E-05,,,,,8.97E-06,,,1.11E-05,,,,,,,,,0.001816515,,,,,,2.75E-05,,,,,6.78E-05,0.0002456,0.001392531,,,1.97E-05,,,,,,5.16E-05,,,,,,8.38E-05,,,,
T,T_C,Child,15,,,,,,2.17E-05,,,6.29E-06,0.000186905,0.000229944,,,,,,,0.083167443,,,,,,,,,,,,0.004860795,,,1.422647156,1.87E-05,0.00168563,2.52E-05,1.09E-05,,,,3.51E-06,,3.05E-06,,7.66E-06,1.53E-06,,,1.03E-05,,,9.23E-05,,,,,,0.005126198,,8.86E-06,,,,,2.73E-05,,7.31E-06,,2.91E-06,,4.45E-06,,5.83E-06,2.92E-06,1.77E-05,,,9.72E-05,,,,1.12E-06,,0.00045093,5.91E-06,,,,0.000148054,1.36E-05,,2.48E-06,,1.22E-06,,,2.42E-06,,3.79E-06,,0.001261521,2.31E-06,,0.000111776,,,0.039837709,7.12E-05,4.81E-05,,0.002880629,0.046225631,3.21E-06,1.34E-06,3.57E-06,,0.002564158,0.00054247,9.30E-06,,1.59E-06,5.80E-05,,,8.61E-06,,,0.776015329,,,,,0.001198097,4.26E-06,0.05693166,,,,,,,,1.15E-06
U,U_M,Mother,0,,8.26E-05,0.000368949,0.000734482,0.037586337,1.44E-05,4.67E-06,0.001825503,2.38E-05,0.018757999,,,,0.000305508,0.001135106,0.024749134,0.001569535,,,,,,,,0.00016066,,3.57E-05,,0.094187984,0.277340951,0.062583954,,0.000252001,,0.000472604,,,,1.03E-05,6.71E-06,,,1.51E-05,0.000222606,,1.13E-05,6.49E-06,9.67E-05,1.51E-05,2.16E-05,4.46E-05,0.000496727,0.000460827,,1.56E-05,0.001046636,3.53E-05,,,,,,4.71E-06,,0.001426609,,,,,,0.00022693,8.36E-05,9.90E-05,2.95E-05,0.000738759,,0.000357406,0.000137749,2.26E-05,0.000102224,0.003647216,6.07E-06,8.47E-06,,,,,,0.000153518,,0.003277883,0.00021453,0.003531815,9.98E-05,4.98E-05,0.031479259,,,,4.34E-05,0.001926813,2.63E-05,,,0.00047865,7.22E-05,,4.06E-05,1.90E-05,1.11E-05,0.003145814,,6.82E-05,0.000154192,0.005811109,,0.001246316,0.017148475,,,2.50E-05,0.000204788,3.58E-05,0.00372009,1.32E-05,8.70E-05,2.65E-05,0.000423094,,,3.33E-05,,0.000504609,0.000165888,9.58E-06,7.94E-05,1.97E-05,,2.91E-05,,,3.38E-05,
V,V_M,Mother,0,0.000493998,0.004407887,0.006532539,0.000718251,0.038927364,,,0.001008738,,0.001052094,5.89E-06,0.005593988,,,0.000171266,0.020822219,4.87E-05,5.95E-06,,0.018970204,,,,0.00124524,0.000651435,0.021556041,5.99E-06,,0.034634347,0.046082337,0.001300929,4.16E-06,3.36E-05,,0.000238804,0.000152743,1.72E-05,,3.42E-05,3.60E-05,1.11E-05,,,3.98E-06,9.36E-06,,,5.48E-06,5.82E-06,,,0.000941442,0.005961321,,2.27E-05,,,5.04E-06,,2.38E-05,,,,,0.000139637,,3.44E-06,,,,7.20E-06,1.32E-05,,5.73E-06,6.50E-05,,4.44E-05,6.81E-06,7.63E-06,,0.000245108,,,,,,,,,1.99E-05,,3.08E-06,0.002419867,,,,1.50E-05,,,0.000939775,0.000166128,3.55E-06,,,0.005112991,4.19E-06,5.25E-06,2.46E-05,5.57E-06,,,,,0.005170619,1.01E-05,0.000684141,0.000113574,5.87E-05,,0.000111052,,,6.90E-05,0.000410659,,,8.36E-06,8.29E-06,,1.40E-05,1.48E-05,0.001633893,3.19E-05,,,0.016892931,3.73E-06,,6.87E-05,,7.87E-06,,
W,W_M,Mother,0,,0.000483587,0.000601187,0.213441075,0.002141369,,3.06E-06,0.001338601,,0.01887309,,0.000591288,1.31E-05,0.000309431,0.001674276,0.01811117,0.001772683,9.14E-06,4.43E-06,,7.56E-05,,,,0.001197989,,2.60E-05,,0.046995308,0.152438266,0.023654703,,6.24E-06,,0.00081117,1.98E-05,0.048804009,,2.96E-05,,,,3.64E-06,1.89E-05,5.41E-06,,1.41E-06,7.09E-06,,4.28E-06,,0.000100683,0.00077705,2.52E-06,,,,,,1.94E-06,,,,,7.94E-05,,,,4.52E-06,1.23E-06,7.04E-05,3.56E-05,,9.72E-06,,,0.001331274,0.000146755,9.44E-06,,,,,1.55E-05,5.69E-05,,1.29E-06,,8.96E-05,0.000223537,0.068954164,,0.073403708,1.12E-05,4.46E-06,0.015757289,,,,,0.000262998,4.12E-06,,0.002239569,0.000612251,2.40E-05,,,9.13E-06,2.90E-06,0.000137681,0.000167827,6.16E-06,0.000623514,7.09E-05,,0.008873399,,3.57E-06,0.000148378,4.45E-05,1.86E-05,6.18E-05,0.200103645,,4.49E-06,7.02E-06,,,1.58E-05,4.96E-06,,0.000316269,1.14E-05,2.45E-06,0.000240408,2.89E-06,,,,,1.71E-06,
X,X_M,Mother,16,,0.000156963,0.000454052,0.00019496,0.098971123,0.000126568,,0.000174643,0.002514858,0.019006668,2.76E-05,9.72E-06,4.17E-05,,0.001010737,0.375474545,0.004531693,,0.000242395,,,,,,4.37E-05,,3.50E-05,,2.435033834,0.212357205,0.027786798,,,,0.000571929,,7.21E-05,6.22E-06,0.000202277,0.000107096,,5.08E-05,1.62E-05,2.86E-05,2.08E-05,,8.76E-06,4.20E-05,3.48E-05,3.12E-05,0.000272946,0.001390787,0.000243668,,0.000154868,,0.000122535,,,,,,,,0.005784016,,,,,,,6.51E-05,0.000537446,6.89E-05,0.001515591,,0.000156297,,0.000224264,,0.000191329,7.67E-06,,,9.74E-05,,1.15E-05,,1.92E-05,,0.103119073,9.17E-05,0.088223442,9.17E-05,1.94E-05,0.745221713,,,1.28E-05,1.94E-05,5.07E-05,3.43E-05,,0.004857457,6.24E-05,6.50E-05,,,2.01E-05,,,,2.98E-05,0.000310853,0.000152344,,8.30E-05,,,0.000748746,,0.00021335,6.27E-05,0.000168013,,1.35E-05,,,,,,,0.000239053,,2.10E-05,9.37E-06,3.33E-05,,,,,1.44E-05,
X,X_C,Child,16,,0.002176031,0.002955286,,0.069934182,0.000446026,,,3.53E-05,0.026403743,1.72E-05,0.003234529,,,,0.028222631,,3.19E-06,,,,,,,,1.12E-05,2.64E-06,,0.086938772,0.025573519,,5.89E-06,0.000136906,9.98E-06,0.000853958,6.32E-06,1.34E-05,,,,,,,4.24E-06,,1.38E-05,9.91E-06,,4.20E-05,1.41E-05,1.87E-05,,0.003784029,,,,,,,9.50E-06,,3.70E-05,,3.82E-05,,,1.43E-05,,,,1.26E-05,2.85E-05,,2.99E-05,,,,,,,,,,6.57E-06,1.95E-05,,,,,,0.020978721,2.95E-05,0.022941721,,,0.109880974,,,,,9.66E-05,1.05E-05,,,0.004200268,3.10E-05,2.70E-05,,,,,,4.18E-06,0.004133405,3.82E-05,,3.99E-05,,,0.001020996,,,,,,4.43E-05,,0.00011985,,,3.12E-05,,,,3.72E-05,0.002109823,6.79E-05,,,,7.90E-06,,5.99E-06
Y,Y_M,Mother,17,,0.004383765,0.00508877,0.000573664,0.022566713,,,0.000732772,,0.008722085,,0.005974785,,,0.000539648,0.00923116,,0.001296964,3.41E-06,0.000127058,4.37E-05,,,4.15E-06,0.000250677,,4.89E-06,,0.026151903,0.108571616,0.015969499,,0.01429507,1.95E-06,0.007763594,5.22E-06,0.000128144,,2.50E-05,5.39E-06,1.38E-06,,1.34E-06,8.69E-06,,4.92E-06,,1.93E-06,8.20E-06,0.000105523,,0.000204096,0.006183364,,3.17E-05,,4.47E-05,,,,,,,,0.000102323,,,,3.72E-06,3.97E-05,,3.26E-05,0.00011787,6.92E-06,,,0.000232891,,3.97E-06,,0.000381253,,3.36E-06,2.53E-05,2.92E-05,,,,1.88E-06,0.000230366,0.026534127,,0.026173048,1.38E-05,3.50E-06,0.005812819,,,2.58E-06,,8.22E-05,7.66E-06,7.37E-06,0.004363659,0.005648626,,0.000138703,3.92E-06,6.30E-06,,,0.000668921,5.78E-06,0.00546131,0.000414069,1.58E-05,0.000470667,0.001285222,,0.001120655,2.07E-06,,6.44E-06,0.000706722,,7.82E-06,4.76E-06,0.008353795,,,7.61E-06,,3.65E-05,5.64E-06,3.86E-05,0.003354322,,,1.64E-06,,,3.84E-06,1.79E-06
Y,Y_C,Child,17,,0.004417398,0.006487054,,0.000147395,,,,,0.0139441,,0.006037241,,,,0.245342621,0.086020309,1.63E-05,1.07E-05,,,,,,,,3.48E-06,,0.114311125,0.098157503,0.109106846,8.78E-06,7.15E-06,,0.000973742,2.15E-05,0.018890633,,,,3.73E-05,,2.00E-05,6.18E-05,2.01E-05,6.97E-06,,,4.23E-05,6.61E-05,1.18E-05,,0.006798921,,,,3.44E-06,6.76E-06,,,,,,,7.50E-05,,,,1.61E-05,,,,,2.68E-05,,,,7.98E-05,,7.81E-06,,1.20E-05,,,8.61E-06,,,,7.05E-06,3.72E-05,0.177005597,,0.171619448,2.23E-05,,0.114357328,8.54E-05,,5.28E-05,,,0.004250823,4.78E-06,0.009056951,0.007851009,0.000129153,,,1.82E-05,5.65E-06,,,6.18E-06,0.007625819,0.000283418,,0.014843079,,7.42E-06,,,7.07E-05,,,,1.60E-05,3.49E-06,7.07E-06,,,,9.38E-06,0.001029516,3.32E-05,5.26E-06,0.004567205,,,,,,,
B_Z,Z_M,Mother,18,7.25E-06,0.022825513,0.021357777,0.002243849,0.000590514,,1.64E-05,0.002560254,4.59E-05,0.035464354,0.000144301,0.024264623,,1.47E-05,0.001238543,9.90E-07,,1.08E-05,3.11E-05,,,,,,0.001609876,1.24E-06,,,0.06955351,0.120049692,,,,,0.001209801,1.93E-05,7.66E-06,1.73E-06,3.85E-06,2.01E-05,,,,1.04E-05,,,1.36E-06,9.79E-07,,4.65E-06,1.37E-06,0.000177078,0.028207497,,1.63E-05,,4.22E-05,,,,,,,,4.93E-05,,,1.56E-06,,,3.25E-05,1.59E-05,,5.78E-06,0.000108822,1.12E-05,0.000733376,1.19E-05,2.87E-05,,0.001839298,,1.22E-06,,,,,,3.99E-06,,0.007163529,0.00233697,0.007794909,4.04E-05,6.70E-06,,,,7.77E-06,,0.000113042,9.08E-06,,0.001560399,0.033001604,,,,1.49E-06,1.72E-05,5.83E-05,,,0.035991881,2.54E-06,1.04E-06,0.001613238,0.008996955,1.18E-06,,2.34E-06,1.18E-05,3.08E-05,0.003153088,4.78E-06,,2.84E-05,,,,1.93E-05,1.90E-05,5.08E-05,5.21E-06,,0.017833499,,,0.000137755,0.04897535,,3.27E-06,
B_Z,Z_C,Child,18,0.000397207,0.005614021,0.005274679,,8.95E-06,0.00128041,3.21E-05,,,0.000272909,0.000140686,0.007787947,,,,9.94E-06,,0.05100914,,,0.000312643,,,7.72E-06,,,,,1.05E-05,0.014698296,,,0.018376128,,0.001527752,0.001026547,1.26E-05,0.000133013,,,,,,,,3.02E-05,,,3.99E-05,,,,0.005606541,,,,,,0.002021818,,,0.000128064,,0.000118036,3.72E-05,,,0.002959055,1.86E-05,4.50E-05,,,,2.18E-05,3.64E-05,,,2.05E-05,,,,,,,0.000157196,,,,4.78E-06,0.000133743,0.00123214,,0.001351011,2.81E-05,9.80E-06,,,,,,0.003206144,,,,0.021833281,0.00052947,0.089434071,0.174899271,,,,0.070213238,1.13E-05,0.01557403,0.000386177,,0.006848367,,0.000180393,,,5.23E-05,,,,,,0.025313663,0.039001382,,1.20E-05,0.000110359,4.01E-05,3.04E-06,0.025060862,0.090110002,7.33E-06,,,,,0.000484042,0.03852104
